Image,Club_Flag,Country_Flag
https://www.futwiz.com/assets/img/fifa20/faces/158023.png,https://www.futwiz.com/assets/img/fifa20/badges/241.png,https://www.futwiz.com/assets/img/fifa19/flags/52.png
https://www.futwiz.com/assets/img/fifa20/faces/20801.png,https://www.futwiz.com/assets/img/fifa20/badges/45.png,https://www.futwiz.com/assets/img/fifa19/flags/38.png
,https://www.futwiz.com/assets/img/fifa20/badges/10.png,https://www.futwiz.com/assets/img/fifa19/flags/7.png
https://www.futwiz.com/assets/img/fifa20/faces/190871.png,https://www.futwiz.com/assets/img/fifa20/badges/73.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
https://www.futwiz.com/assets/img/fifa20/faces/183277.png,https://www.futwiz.com/assets/img/fifa20/badges/243.png,https://www.futwiz.com/assets/img/fifa19/flags/7.png
https://www.futwiz.com/assets/img/fifa20/faces/192985.png,https://www.futwiz.com/assets/img/fifa20/badges/10.png,https://www.futwiz.com/assets/img/fifa19/flags/7.png
https://www.futwiz.com/assets/img/fifa20/faces/183277.png,https://www.futwiz.com/assets/img/fifa20/badges/243.png,https://www.futwiz.com/assets/img/fifa19/flags/7.png
https://www.futwiz.com/assets/img/fifa20/faces/200389.png,https://www.futwiz.com/assets/img/fifa20/badges/240.png,https://www.futwiz.com/assets/img/fifa19/flags/44.png
,https://www.futwiz.com/assets/img/fifa20/badges/21.png,https://www.futwiz.com/assets/img/fifa19/flags/37.png
https://www.futwiz.com/assets/img/fifa20/faces/209331.png,https://www.futwiz.com/assets/img/fifa20/badges/9.png,https://www.futwiz.com/assets/img/fifa19/flags/111.png
https://www.futwiz.com/assets/img/fifa20/faces/203376.png,https://www.futwiz.com/assets/img/fifa20/badges/9.png,https://www.futwiz.com/assets/img/fifa19/flags/34.png
https://www.futwiz.com/assets/img/fifa20/faces/192448.png,https://www.futwiz.com/assets/img/fifa20/badges/241.png,https://www.futwiz.com/assets/img/fifa19/flags/21.png
https://www.futwiz.com/assets/img/fifa20/faces/177003.png,https://www.futwiz.com/assets/img/fifa20/badges/243.png,https://www.futwiz.com/assets/img/fifa19/flags/10.png
https://www.futwiz.com/assets/img/fifa20/faces/194765.png,https://www.futwiz.com/assets/img/fifa20/badges/241.png,https://www.futwiz.com/assets/img/fifa19/flags/18.png
,https://www.futwiz.com/assets/img/fifa20/badges/9.png,https://www.futwiz.com/assets/img/fifa19/flags/136.png
,https://www.futwiz.com/assets/img/fifa20/badges/21.png,https://www.futwiz.com/assets/img/fifa19/flags/21.png
https://www.futwiz.com/assets/img/fifa20/faces/215914.png,https://www.futwiz.com/assets/img/fifa20/badges/5.png,https://www.futwiz.com/assets/img/fifa19/flags/18.png
https://www.futwiz.com/assets/img/fifa20/faces/212831.png,https://www.futwiz.com/assets/img/fifa20/badges/9.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
https://www.futwiz.com/assets/img/fifa20/faces/202126.png,https://www.futwiz.com/assets/img/fifa20/badges/18.png,https://www.futwiz.com/assets/img/fifa19/flags/14.png
https://www.futwiz.com/assets/img/fifa20/faces/201024.png,https://www.futwiz.com/assets/img/fifa20/badges/48.png,https://www.futwiz.com/assets/img/fifa19/flags/136.png
https://www.futwiz.com/assets/img/fifa20/faces/194765.png,https://www.futwiz.com/assets/img/fifa20/badges/241.png,https://www.futwiz.com/assets/img/fifa19/flags/18.png
https://www.futwiz.com/assets/img/fifa20/faces/193080.png,https://www.futwiz.com/assets/img/fifa20/badges/11.png,https://www.futwiz.com/assets/img/fifa19/flags/45.png
https://www.futwiz.com/assets/img/fifa20/faces/189511.png,https://www.futwiz.com/assets/img/fifa20/badges/241.png,https://www.futwiz.com/assets/img/fifa19/flags/45.png
https://www.futwiz.com/assets/img/fifa20/faces/188545.png,https://www.futwiz.com/assets/img/fifa20/badges/21.png,https://www.futwiz.com/assets/img/fifa19/flags/37.png
https://www.futwiz.com/assets/img/fifa20/faces/176580.png,https://www.futwiz.com/assets/img/fifa20/badges/241.png,https://www.futwiz.com/assets/img/fifa19/flags/60.png
https://www.futwiz.com/assets/img/fifa20/faces/155862.png,https://www.futwiz.com/assets/img/fifa20/badges/243.png,https://www.futwiz.com/assets/img/fifa19/flags/45.png
https://www.futwiz.com/assets/img/fifa20/faces/153079.png,https://www.futwiz.com/assets/img/fifa20/badges/10.png,https://www.futwiz.com/assets/img/fifa19/flags/52.png
https://www.futwiz.com/assets/img/fifa20/faces/138956.png,https://www.futwiz.com/assets/img/fifa20/badges/45.png,https://www.futwiz.com/assets/img/fifa19/flags/27.png
https://www.futwiz.com/assets/img/fifa20/faces/231747.png,https://www.futwiz.com/assets/img/fifa20/badges/73.png,https://www.futwiz.com/assets/img/fifa19/flags/18.png
,https://www.futwiz.com/assets/img/fifa20/badges/73.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
,https://www.futwiz.com/assets/img/fifa20/badges/243.png,https://www.futwiz.com/assets/img/fifa19/flags/18.png
,https://www.futwiz.com/assets/img/fifa20/badges/48.png,https://www.futwiz.com/assets/img/fifa19/flags/7.png
https://www.futwiz.com/assets/img/fifa20/faces/211110.png,https://www.futwiz.com/assets/img/fifa20/badges/45.png,https://www.futwiz.com/assets/img/fifa19/flags/52.png
https://www.futwiz.com/assets/img/fifa20/faces/210257.png,https://www.futwiz.com/assets/img/fifa20/badges/10.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
https://www.futwiz.com/assets/img/fifa20/faces/208722.png,https://www.futwiz.com/assets/img/fifa20/badges/9.png,https://www.futwiz.com/assets/img/fifa19/flags/136.png
https://www.futwiz.com/assets/img/fifa20/faces/202652.png,https://www.futwiz.com/assets/img/fifa20/badges/10.png,https://www.futwiz.com/assets/img/fifa19/flags/14.png
https://www.futwiz.com/assets/img/fifa20/faces/195864.png,https://www.futwiz.com/assets/img/fifa20/badges/11.png,https://www.futwiz.com/assets/img/fifa19/flags/18.png
https://www.futwiz.com/assets/img/fifa20/faces/192119.png,https://www.futwiz.com/assets/img/fifa20/badges/243.png,https://www.futwiz.com/assets/img/fifa19/flags/7.png
https://www.futwiz.com/assets/img/fifa20/faces/190460.png,https://www.futwiz.com/assets/img/fifa20/badges/18.png,https://www.futwiz.com/assets/img/fifa19/flags/13.png
https://www.futwiz.com/assets/img/fifa20/faces/188567.png,https://www.futwiz.com/assets/img/fifa20/badges/1.png,https://www.futwiz.com/assets/img/fifa19/flags/115.png
https://www.futwiz.com/assets/img/fifa20/faces/188350.png,https://www.futwiz.com/assets/img/fifa20/badges/22.png,https://www.futwiz.com/assets/img/fifa19/flags/21.png
https://www.futwiz.com/assets/img/fifa20/faces/182521.png,https://www.futwiz.com/assets/img/fifa20/badges/243.png,https://www.futwiz.com/assets/img/fifa19/flags/21.png
https://www.futwiz.com/assets/img/fifa20/faces/182493.png,https://www.futwiz.com/assets/img/fifa20/badges/44.png,https://www.futwiz.com/assets/img/fifa19/flags/60.png
https://www.futwiz.com/assets/img/fifa20/faces/168542.png,https://www.futwiz.com/assets/img/fifa20/badges/10.png,https://www.futwiz.com/assets/img/fifa19/flags/45.png
https://www.futwiz.com/assets/img/fifa20/faces/167948.png,https://www.futwiz.com/assets/img/fifa20/badges/18.png,https://www.futwiz.com/assets/img/fifa19/flags/18.png
https://www.futwiz.com/assets/img/fifa20/faces/167495.png,https://www.futwiz.com/assets/img/fifa20/badges/21.png,https://www.futwiz.com/assets/img/fifa19/flags/21.png
https://www.futwiz.com/assets/img/fifa20/faces/162835.png,https://www.futwiz.com/assets/img/fifa20/badges/44.png,https://www.futwiz.com/assets/img/fifa19/flags/44.png
https://www.futwiz.com/assets/img/fifa20/faces/152729.png,https://www.futwiz.com/assets/img/fifa20/badges/241.png,https://www.futwiz.com/assets/img/fifa19/flags/45.png
https://www.futwiz.com/assets/img/fifa20/faces/179813.png,https://www.futwiz.com/assets/img/fifa20/badges/73.png,https://www.futwiz.com/assets/img/fifa19/flags/60.png
,https://www.futwiz.com/assets/img/fifa20/badges/21.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
https://www.futwiz.com/assets/img/fifa20/faces/189242.png,https://www.futwiz.com/assets/img/fifa20/badges/21.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
https://www.futwiz.com/assets/img/fifa20/faces/193041.png,https://www.futwiz.com/assets/img/fifa20/badges/243.png,https://www.futwiz.com/assets/img/fifa19/flags/72.png
https://www.futwiz.com/assets/img/fifa20/faces/218667.png,https://www.futwiz.com/assets/img/fifa20/badges/10.png,https://www.futwiz.com/assets/img/fifa19/flags/38.png
https://www.futwiz.com/assets/img/fifa20/faces/212218.png,https://www.futwiz.com/assets/img/fifa20/badges/10.png,https://www.futwiz.com/assets/img/fifa19/flags/18.png
https://www.futwiz.com/assets/img/fifa20/faces/200145.png,https://www.futwiz.com/assets/img/fifa20/badges/243.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
https://www.futwiz.com/assets/img/fifa20/faces/200104.png,https://www.futwiz.com/assets/img/fifa20/badges/18.png,https://www.futwiz.com/assets/img/fifa19/flags/167.png
https://www.futwiz.com/assets/img/fifa20/faces/198219.png,https://www.futwiz.com/assets/img/fifa20/badges/48.png,https://www.futwiz.com/assets/img/fifa19/flags/27.png
https://www.futwiz.com/assets/img/fifa20/faces/193041.png,https://www.futwiz.com/assets/img/fifa20/badges/73.png,https://www.futwiz.com/assets/img/fifa19/flags/72.png
https://www.futwiz.com/assets/img/fifa20/faces/189509.png,https://www.futwiz.com/assets/img/fifa20/badges/21.png,https://www.futwiz.com/assets/img/fifa19/flags/45.png
https://www.futwiz.com/assets/img/fifa20/faces/189332.png,https://www.futwiz.com/assets/img/fifa20/badges/241.png,https://www.futwiz.com/assets/img/fifa19/flags/45.png
https://www.futwiz.com/assets/img/fifa20/faces/184087.png,https://www.futwiz.com/assets/img/fifa20/badges/18.png,https://www.futwiz.com/assets/img/fifa19/flags/7.png
https://www.futwiz.com/assets/img/fifa20/faces/178603.png,https://www.futwiz.com/assets/img/fifa20/badges/22.png,https://www.futwiz.com/assets/img/fifa19/flags/21.png
https://www.futwiz.com/assets/img/fifa20/faces/175943.png,https://www.futwiz.com/assets/img/fifa20/badges/48.png,https://www.futwiz.com/assets/img/fifa19/flags/7.png
https://www.futwiz.com/assets/img/fifa20/faces/172871.png,https://www.futwiz.com/assets/img/fifa20/badges/18.png,https://www.futwiz.com/assets/img/fifa19/flags/7.png
https://www.futwiz.com/assets/img/fifa20/faces/165153.png,https://www.futwiz.com/assets/img/fifa20/badges/243.png,https://www.futwiz.com/assets/img/fifa19/flags/18.png
https://www.futwiz.com/assets/img/fifa20/faces/164240.png,https://www.futwiz.com/assets/img/fifa20/badges/73.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
https://www.futwiz.com/assets/img/fifa20/faces/135507.png,https://www.futwiz.com/assets/img/fifa20/badges/10.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
https://www.futwiz.com/assets/img/fifa20/faces/207877.png,https://www.futwiz.com/assets/img/fifa20/badges/112885.png,https://www.futwiz.com/assets/img/fifa19/flags/61.png
https://www.futwiz.com/assets/img/fifa20/faces/228702.png,https://www.futwiz.com/assets/img/fifa20/badges/241.png,https://www.futwiz.com/assets/img/fifa19/flags/34.png
https://www.futwiz.com/assets/img/fifa20/faces/41236.png,https://www.futwiz.com/assets/img/fifa20/badges/697.png,https://www.futwiz.com/assets/img/fifa19/flags/46.png
,https://www.futwiz.com/assets/img/fifa20/badges/241.png,https://www.futwiz.com/assets/img/fifa19/flags/34.png
https://www.futwiz.com/assets/img/fifa20/faces/232363.png,https://www.futwiz.com/assets/img/fifa20/badges/44.png,https://www.futwiz.com/assets/img/fifa19/flags/43.png
https://www.futwiz.com/assets/img/fifa20/faces/222492.png,https://www.futwiz.com/assets/img/fifa20/badges/10.png,https://www.futwiz.com/assets/img/fifa19/flags/21.png
https://www.futwiz.com/assets/img/fifa20/faces/212622.png,https://www.futwiz.com/assets/img/fifa20/badges/21.png,https://www.futwiz.com/assets/img/fifa19/flags/21.png
https://www.futwiz.com/assets/img/fifa20/faces/207865.png,https://www.futwiz.com/assets/img/fifa20/badges/73.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
https://www.futwiz.com/assets/img/fifa20/faces/205600.png,https://www.futwiz.com/assets/img/fifa20/badges/241.png,https://www.futwiz.com/assets/img/fifa19/flags/18.png
https://www.futwiz.com/assets/img/fifa20/faces/201942.png,https://www.futwiz.com/assets/img/fifa20/badges/9.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
https://www.futwiz.com/assets/img/fifa20/faces/197781.png,https://www.futwiz.com/assets/img/fifa20/badges/243.png,https://www.futwiz.com/assets/img/fifa19/flags/45.png
https://www.futwiz.com/assets/img/fifa20/faces/193301.png,https://www.futwiz.com/assets/img/fifa20/badges/1.png,https://www.futwiz.com/assets/img/fifa19/flags/18.png
https://www.futwiz.com/assets/img/fifa20/faces/192387.png,https://www.futwiz.com/assets/img/fifa20/badges/46.png,https://www.futwiz.com/assets/img/fifa19/flags/27.png
https://www.futwiz.com/assets/img/fifa20/faces/189596.png,https://www.futwiz.com/assets/img/fifa20/badges/21.png,https://www.futwiz.com/assets/img/fifa19/flags/21.png
https://www.futwiz.com/assets/img/fifa20/faces/189513.png,https://www.futwiz.com/assets/img/fifa20/badges/461.png,https://www.futwiz.com/assets/img/fifa19/flags/45.png
https://www.futwiz.com/assets/img/fifa20/faces/189242.png,https://www.futwiz.com/assets/img/fifa20/badges/21.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
https://www.futwiz.com/assets/img/fifa20/faces/186153.png,https://www.futwiz.com/assets/img/fifa20/badges/45.png,https://www.futwiz.com/assets/img/fifa19/flags/37.png
https://www.futwiz.com/assets/img/fifa20/faces/184344.png,https://www.futwiz.com/assets/img/fifa20/badges/45.png,https://www.futwiz.com/assets/img/fifa19/flags/27.png
https://www.futwiz.com/assets/img/fifa20/faces/180206.png,https://www.futwiz.com/assets/img/fifa20/badges/45.png,https://www.futwiz.com/assets/img/fifa19/flags/8.png
https://www.futwiz.com/assets/img/fifa20/faces/168651.png,https://www.futwiz.com/assets/img/fifa20/badges/241.png,https://www.futwiz.com/assets/img/fifa19/flags/10.png
https://www.futwiz.com/assets/img/fifa20/faces/199556.png,https://www.futwiz.com/assets/img/fifa20/badges/73.png,https://www.futwiz.com/assets/img/fifa19/flags/27.png
https://www.futwiz.com/assets/img/fifa20/faces/183898.png,https://www.futwiz.com/assets/img/fifa20/badges/73.png,https://www.futwiz.com/assets/img/fifa19/flags/52.png
,https://www.futwiz.com/assets/img/fifa20/badges/9.png,https://www.futwiz.com/assets/img/fifa19/flags/14.png
https://www.futwiz.com/assets/img/fifa20/faces/235243.png,https://www.futwiz.com/assets/img/fifa20/badges/45.png,https://www.futwiz.com/assets/img/fifa19/flags/34.png
https://www.futwiz.com/assets/img/fifa20/faces/231866.png,https://www.futwiz.com/assets/img/fifa20/badges/10.png,https://www.futwiz.com/assets/img/fifa19/flags/45.png
https://www.futwiz.com/assets/img/fifa20/faces/192505.png,https://www.futwiz.com/assets/img/fifa20/badges/44.png,https://www.futwiz.com/assets/img/fifa19/flags/7.png
https://www.futwiz.com/assets/img/fifa20/faces/201399.png,https://www.futwiz.com/assets/img/fifa20/badges/73.png,https://www.futwiz.com/assets/img/fifa19/flags/52.png
https://www.futwiz.com/assets/img/fifa20/faces/201399.png,https://www.futwiz.com/assets/img/fifa20/badges/73.png,https://www.futwiz.com/assets/img/fifa19/flags/52.png
https://www.futwiz.com/assets/img/fifa20/faces/208618.png,https://www.futwiz.com/assets/img/fifa20/badges/243.png,https://www.futwiz.com/assets/img/fifa19/flags/45.png
https://www.futwiz.com/assets/img/fifa20/faces/219683.png,https://www.futwiz.com/assets/img/fifa20/badges/21.png,https://www.futwiz.com/assets/img/fifa19/flags/18.png
https://www.futwiz.com/assets/img/fifa20/faces/198717.png,https://www.futwiz.com/assets/img/fifa20/badges/1799.png,https://www.futwiz.com/assets/img/fifa19/flags/108.png
https://www.futwiz.com/assets/img/fifa20/faces/192629.png,https://www.futwiz.com/assets/img/fifa20/badges/450.png,https://www.futwiz.com/assets/img/fifa19/flags/45.png
https://www.futwiz.com/assets/img/fifa20/faces/235243.png,https://www.futwiz.com/assets/img/fifa20/badges/45.png,https://www.futwiz.com/assets/img/fifa19/flags/34.png
https://www.futwiz.com/assets/img/fifa20/faces/231866.png,https://www.futwiz.com/assets/img/fifa20/badges/10.png,https://www.futwiz.com/assets/img/fifa19/flags/45.png
https://www.futwiz.com/assets/img/fifa20/faces/230621.png,https://www.futwiz.com/assets/img/fifa20/badges/47.png,https://www.futwiz.com/assets/img/fifa19/flags/27.png
https://www.futwiz.com/assets/img/fifa20/faces/228702.png,https://www.futwiz.com/assets/img/fifa20/badges/241.png,https://www.futwiz.com/assets/img/fifa19/flags/34.png
https://www.futwiz.com/assets/img/fifa20/faces/223848.png,https://www.futwiz.com/assets/img/fifa20/badges/46.png,https://www.futwiz.com/assets/img/fifa19/flags/51.png
https://www.futwiz.com/assets/img/fifa20/faces/220440.png,https://www.futwiz.com/assets/img/fifa20/badges/241.png,https://www.futwiz.com/assets/img/fifa19/flags/18.png
https://www.futwiz.com/assets/img/fifa20/faces/216460.png,https://www.futwiz.com/assets/img/fifa20/badges/240.png,https://www.futwiz.com/assets/img/fifa19/flags/60.png
https://www.futwiz.com/assets/img/fifa20/faces/216267.png,https://www.futwiz.com/assets/img/fifa20/badges/9.png,https://www.futwiz.com/assets/img/fifa19/flags/42.png
https://www.futwiz.com/assets/img/fifa20/faces/212198.png,https://www.futwiz.com/assets/img/fifa20/badges/237.png,https://www.futwiz.com/assets/img/fifa19/flags/38.png
https://www.futwiz.com/assets/img/fifa20/faces/212190.png,https://www.futwiz.com/assets/img/fifa20/badges/21.png,https://www.futwiz.com/assets/img/fifa19/flags/21.png
https://www.futwiz.com/assets/img/fifa20/faces/209499.png,https://www.futwiz.com/assets/img/fifa20/badges/9.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
https://www.futwiz.com/assets/img/fifa20/faces/208670.png,https://www.futwiz.com/assets/img/fifa20/badges/245.png,https://www.futwiz.com/assets/img/fifa19/flags/129.png
https://www.futwiz.com/assets/img/fifa20/faces/204963.png,https://www.futwiz.com/assets/img/fifa20/badges/243.png,https://www.futwiz.com/assets/img/fifa19/flags/45.png
https://www.futwiz.com/assets/img/fifa20/faces/201535.png,https://www.futwiz.com/assets/img/fifa20/badges/243.png,https://www.futwiz.com/assets/img/fifa19/flags/18.png
https://www.futwiz.com/assets/img/fifa20/faces/201399.png,https://www.futwiz.com/assets/img/fifa20/badges/44.png,https://www.futwiz.com/assets/img/fifa19/flags/52.png
https://www.futwiz.com/assets/img/fifa20/faces/199914.png,https://www.futwiz.com/assets/img/fifa20/badges/48.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
https://www.futwiz.com/assets/img/fifa20/faces/199482.png,https://www.futwiz.com/assets/img/fifa20/badges/66.png,https://www.futwiz.com/assets/img/fifa19/flags/38.png
https://www.futwiz.com/assets/img/fifa20/faces/198710.png,https://www.futwiz.com/assets/img/fifa20/badges/243.png,https://www.futwiz.com/assets/img/fifa19/flags/56.png
https://www.futwiz.com/assets/img/fifa20/faces/197445.png,https://www.futwiz.com/assets/img/fifa20/badges/21.png,https://www.futwiz.com/assets/img/fifa19/flags/4.png
https://www.futwiz.com/assets/img/fifa20/faces/194404.png,https://www.futwiz.com/assets/img/fifa20/badges/241.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
https://www.futwiz.com/assets/img/fifa20/faces/193747.png,https://www.futwiz.com/assets/img/fifa20/badges/240.png,https://www.futwiz.com/assets/img/fifa19/flags/45.png
https://www.futwiz.com/assets/img/fifa20/faces/192774.png,https://www.futwiz.com/assets/img/fifa20/badges/48.png,https://www.futwiz.com/assets/img/fifa19/flags/22.png
https://www.futwiz.com/assets/img/fifa20/faces/192505.png,https://www.futwiz.com/assets/img/fifa20/badges/44.png,https://www.futwiz.com/assets/img/fifa19/flags/7.png
https://www.futwiz.com/assets/img/fifa20/faces/191043.png,https://www.futwiz.com/assets/img/fifa20/badges/45.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
https://www.futwiz.com/assets/img/fifa20/faces/189117.png,https://www.futwiz.com/assets/img/fifa20/badges/22.png,https://www.futwiz.com/assets/img/fifa19/flags/47.png
https://www.futwiz.com/assets/img/fifa20/faces/185122.png,https://www.futwiz.com/assets/img/fifa20/badges/112172.png,https://www.futwiz.com/assets/img/fifa19/flags/23.png
https://www.futwiz.com/assets/img/fifa20/faces/177413.png,https://www.futwiz.com/assets/img/fifa20/badges/22.png,https://www.futwiz.com/assets/img/fifa19/flags/7.png
https://www.futwiz.com/assets/img/fifa20/faces/176676.png,https://www.futwiz.com/assets/img/fifa20/badges/243.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
https://www.futwiz.com/assets/img/fifa20/faces/173731.png,https://www.futwiz.com/assets/img/fifa20/badges/243.png,https://www.futwiz.com/assets/img/fifa19/flags/50.png
https://www.futwiz.com/assets/img/fifa20/faces/170890.png,https://www.futwiz.com/assets/img/fifa20/badges/45.png,https://www.futwiz.com/assets/img/fifa19/flags/18.png
https://www.futwiz.com/assets/img/fifa20/faces/167664.png,https://www.futwiz.com/assets/img/fifa20/badges/45.png,https://www.futwiz.com/assets/img/fifa19/flags/52.png
https://www.futwiz.com/assets/img/fifa20/faces/143076.png,https://www.futwiz.com/assets/img/fifa20/badges/39.png,https://www.futwiz.com/assets/img/fifa19/flags/52.png
https://www.futwiz.com/assets/img/fifa20/faces/41236.png,https://www.futwiz.com/assets/img/fifa20/badges/697.png,https://www.futwiz.com/assets/img/fifa19/flags/46.png
https://www.futwiz.com/assets/img/fifa20/faces/208421.png,https://www.futwiz.com/assets/img/fifa20/badges/240.png,https://www.futwiz.com/assets/img/fifa19/flags/45.png
,https://www.futwiz.com/assets/img/fifa20/badges/457.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
,https://www.futwiz.com/assets/img/fifa20/badges/44.png,https://www.futwiz.com/assets/img/fifa19/flags/10.png
,https://www.futwiz.com/assets/img/fifa20/badges/112172.png,https://www.futwiz.com/assets/img/fifa19/flags/23.png
,https://www.futwiz.com/assets/img/fifa20/badges/52.png,https://www.futwiz.com/assets/img/fifa19/flags/51.png
,https://www.futwiz.com/assets/img/fifa20/badges/69.png,https://www.futwiz.com/assets/img/fifa19/flags/18.png
https://www.futwiz.com/assets/img/fifa20/faces/212194.png,https://www.futwiz.com/assets/img/fifa20/badges/22.png,https://www.futwiz.com/assets/img/fifa19/flags/21.png
https://www.futwiz.com/assets/img/fifa20/faces/220814.png,https://www.futwiz.com/assets/img/fifa20/badges/21.png,https://www.futwiz.com/assets/img/fifa19/flags/18.png
https://www.futwiz.com/assets/img/fifa20/faces/190362.png,https://www.futwiz.com/assets/img/fifa20/badges/1792.png,https://www.futwiz.com/assets/img/fifa19/flags/17.png
,https://www.futwiz.com/assets/img/fifa20/badges/483.png,https://www.futwiz.com/assets/img/fifa19/flags/45.png
,https://www.futwiz.com/assets/img/fifa20/badges/22.png,https://www.futwiz.com/assets/img/fifa19/flags/13.png
,https://www.futwiz.com/assets/img/fifa20/badges/59.png,https://www.futwiz.com/assets/img/fifa19/flags/18.png
,https://www.futwiz.com/assets/img/fifa20/badges/245.png,https://www.futwiz.com/assets/img/fifa19/flags/52.png
https://www.futwiz.com/assets/img/fifa20/faces/201995.png,https://www.futwiz.com/assets/img/fifa20/badges/19.png,https://www.futwiz.com/assets/img/fifa19/flags/54.png
https://www.futwiz.com/assets/img/fifa20/faces/200647.png,https://www.futwiz.com/assets/img/fifa20/badges/39.png,https://www.futwiz.com/assets/img/fifa19/flags/44.png
https://www.futwiz.com/assets/img/fifa20/faces/199434.png,https://www.futwiz.com/assets/img/fifa20/badges/245.png,https://www.futwiz.com/assets/img/fifa19/flags/51.png
https://www.futwiz.com/assets/img/fifa20/faces/198706.png,https://www.futwiz.com/assets/img/fifa20/badges/46.png,https://www.futwiz.com/assets/img/fifa19/flags/45.png
https://www.futwiz.com/assets/img/fifa20/faces/198176.png,https://www.futwiz.com/assets/img/fifa20/badges/44.png,https://www.futwiz.com/assets/img/fifa19/flags/34.png
https://www.futwiz.com/assets/img/fifa20/faces/197965.png,https://www.futwiz.com/assets/img/fifa20/badges/234.png,https://www.futwiz.com/assets/img/fifa19/flags/38.png
https://www.futwiz.com/assets/img/fifa20/faces/192563.png,https://www.futwiz.com/assets/img/fifa20/badges/1.png,https://www.futwiz.com/assets/img/fifa19/flags/21.png
